verse-number	original-word	translated-word	not-confirmed	translations	headword
6798	terre	terre	?	terre, contrées	
6799	Et	et	?	et, ni, Et	
6799	.III.	trois	?		
6799	foiz	fois	?	fois, foi	
6799	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6799	rendi	rendis	?		
6799	corpables				
6799	,				
6800	Et	et	?	et, ni, Et	
6800	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6800	seigna				
6800	por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6800	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6800	deables	diables	?		
6800	.				
6801	Or	maintenant	?	maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
6801	s'en	s'en	?	s'en, si on	
6801	vont	vont	?	vont, mettent	
6801	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6801	baron	baron	?	baron, grand	
6801	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6801	cort	cour	?	cour, court	
6801	,				
6802	Passerent	passent	?		
6802	l'eve	l'eau	?		
6802	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6802	la	la	?	la, là, là-bas, entendit, nos	
6802	cort	cour	?	cour, court	
6803	Et	et	?	et, ni, Et	
6803	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6803	destroiz	en détresse	?		
6803	et	et	?	et, ni, Et	
6803	la	la	?	la, là, là-bas, entendit, nos	
6803	montaingne	montagne	?		
6803	,				
6804	Et	et	?	et, ni, Et	
6804	puis	puis	?	puis, puits, depuis, peux, ainsi, ensuite, alors	
6804	chevauchent				
6804	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6804	la	la	?	la, là, là-bas, entendit, nos	
6804	plaingne	plaine	?	plaine, plaigne	
6804	.				
6805	En	en	?	en, dans, sur, à, de, dans le, on, au	
6805	ce	ce	?	ce, ça, lui, cela, ceci, le, il	
6805	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6805	Renart	Renart	?		
6805	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6805	demente	lamente	?		
6805	,				
6806	Du	du	?	du, de, à cause du	
6806	bois	bois	?		
6806	ont	ont	?		
6806	perdue	perdu	?		
6806	la	la	?	la, là, là-bas, entendit, nos	
6806	sente	sente	?		
6806	,				
6807	La	la	?	la, là, là-bas, entendit, nos	
6807	voie	voie	?	voie, guide, voit, chemin, route, vois, garde, sentier	
6807	et	et	?	et, ni, Et	
6807	le	le	?	le, lui, la	
6807	chemin	chemin	?		
6807	ferré				
6807	,				
6808	Et	et	?	et, ni, Et	
6808	nequedent	d'ailleurs	?		
6808	tant	tant	?	tant, jusqu'à, tellement, assez, autant, beaucoup	
6808	ont	ont	?		
6808	erré	erré	?		
6809	Qu'il	qu'il	?	qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
6809	s'avoient				
6809	par/par_mi	à travers	?	à travers, par	
6809	mi/par_mi	_EMPTY_	?		
6809	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6809	plains	plein	?	plein, plaines	
6810	Delez	à côté de	?		
6810	une	une	?		
6810	granche	grange	?		
6810	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6810	nonnains				
6810	.				
6811	La	la	?	la, là, là-bas, entendit, nos	
6811	meson	maison	?		
6811	est	est	?	est, a	
6811	mout	très	?	très, beaucoup, fort, trop, longtemps, tout, plus	
6811	bien	bien	?	bien, bon, béni, bon choix, bienveillance, vrai	
6811	garnie	garnie	?		
6812	De	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6812	toz	tout	?	tout, tous	
6812	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6812	biens	bien	?		
6812	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6812	terre	terre	?	terre, contrées	
6812	crie	crie	?	crie, crée	
6812	,				
6813	De	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6813	let	lait	?	lait, laisse, injure, renonce	
6813	,				
6813	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6813	fromaches	fromage	?	fromage, fromages	
6813	et	et	?	et, ni, Et	
6813	d'ues	œufs	?		
6813	,				
6814	De	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6814	brebis	brebis	?		
6814	,				
6814	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6814	vaches	vaches	?		
6814	,				
6814	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6814	bues	bœufs	?		
6814	,				
6815	D'unes	de même	?		
6815	et	et	?	et, ni, Et	
6815	d'autres	d'autres	?		
6815	norriçons	nourriture	?		
6815	.				
6816	Dist	dit	?	dit, a parlé, a dit, se dit	
6816	Renart	Renart	?		
6816	:				
6816	«				
6816	Car	car	?	car, donc	
6816	nos	nous	?	nous, nos	
6816	adreçons				
6817	Par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6817	encoste	à côté	?	à côté, côté, côtes	
6817	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6817	ces	ces	?	ces, ses	
6817	espines	buissons d'épines	?		
6817	,				
6818	Vers	vers	?	vers, envers, contre, vert	
6818	cele	cette	?	cette, celle, celle-ci, ce	
6818	voie	voie	?	voie, guide, voit, chemin, route, vois, garde, sentier	
6818	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6818	tiex	quiconque	?	quiconque, certain, tels, certains	
6818	gelines	poules	?		
6818	:				
6819	La	la	?	la, là, là-bas, entendit, nos	
6819	est	est	?	est, a	
6819	la	la	?	la, là, là-bas, entendit, nos	
6819	voie	voie	?	voie, guide, voit, chemin, route, vois, garde, sentier	
6819	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6819	lessons				
6819	.				
6820	—				
6820	Renart	Renart	?		
6820	,				
6820	Renart	Renart	?		
6820	,				
6820	dist	dit	?	dit, a parlé, a dit, se dit	
6820	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6820	tessons	blaireau	?		
6820	,				
6821	Diex	Dieu	?		
6821	set	sait	?		
6821	bien	bien	?	bien, bon, béni, bon choix, bienveillance, vrai	
6821	por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6821	qoi	quoi	?		
6821	vos	vous	?	vous, vos, votre	
6821	le	le	?	le, lui, la	
6821	dites	dites	?		
6821	.				
6822	Filz	fils	?		
6822	au	au	?	au, dans, du, de, le	
6822	putain	putain	?	putain, pute	
6822	,				
6822	puanz	puant	?		
6822	herites	hérétique	?		
6822	,				
6823	Mauvés	mauvais	?	mauvais, sale, malveillant, mal	
6823	lechierres	débauché	?	débauché, gourmand	
6823	et	et	?	et, ni, Et	
6823	engrés	féroces	?	féroces, ardent	
6824	N'estïez				
6824	vos	vous	?	vous, vos, votre	
6824	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6824	moi	moi	?	moi, me	
6824	confés	confesser	?	confesser, confessé, confesse	
6825	Et	et	?	et, ni, Et	
6825	avïez	aviez	?		
6825	merci	pitié	?	pitié, merci, grâce	
6825	crïé	crié	?		
6825	?				
6826	—				
6826	Sire	seigneur	?	seigneur, sire, Sire, Seigneur	
6826	,				
6826	je	je	?	je, moi	
6826	l'avoie	l'avait	?		
6826	oublïé	oublié	?		
6826	.				
6827	Alon	allons	?		
6827	nos	nous	?	nous, nos	
6827	ent	en	?		
6827	;				
6827	vez	voilà	?	voilà, voyez	
6827	moi	moi	?	moi, me	
6827	tot	tout	?	tout, tous	
6827	prest	prêt	?		
6827	.				
6828	—				
6828	Renart	Renart	?		
6828	,				
6828	Renart	Renart	?		
6828	,				
6828	por/por_noient	pour rien	?		
6828	noient/por_noient	_EMPTY_	?		
6828	est	est	?	est, a	
6828	.				
6829	Dieu	Dieu	?		
6829	,				
6829	parjuré				
6829	!				
6829	Dieu	Dieu	?		
6829	,				
6829	foimentie				
6829	!				
6830	Tout	tout	?		
6830	jors	jours	?	jours, jour	
6830	durra	durera	?		
6830	ta	ta	?		
6830	lecherie	gourmandise	?	gourmandise, débauche, vilenie, lubricité	
6830	.				
6831	Con	que	?	que, comme, comment, car, avec, con, lorsque	
6831	tu	tu	?	tu, toi	
6831	es	es	?	es, dans les, et, sur les, battant, entre les	
6831	fole	folle	?	folle, foule	
6831	creature				
6831	,				
6832	Qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6832	es	es	?	es, dans les, et, sur les, battant, entre les	
6832	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6832	mort	mort	?	mort, tué	
6832	en	en	?	en, dans, sur, à, de, dans le, on, au	
6832	aventure	aventure	?	aventure, hasard, risque, occasion	
6832	,				
6833	Et	et	?	et, ni, Et	
6833	aprés	après	?	après, derrière	
6833	ta	ta	?		
6833	confession	confession	?		
6833	,				
6834	Et	et	?	et, ni, Et	
6834	ja	jamais	?	jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
6834	vels	veux	?		
6834	fere	faire	?	faire, livrer, rendre	
6834	desraison				
6834	!				
6835	Et	et	?	et, ni, Et	
6835	tes	tes	?	tes, tesson, tais	
6835	granz	grands	?	grands, grand, grandes	
6835	pechiez	péché	?	péché, péchés, pécher	
6835	te	te	?	te, toi, tu	
6835	vont	vont	?	vont, mettent	
6835	sore				
6835	;				
6836	Vien	viens	?		
6836	t'en	t'en	?		
6836	,				
6836	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6836	maudite	maudite	?		
6836	soit	soit	?	soit, ni	
6836	l'eure	l'heure	?		
6837	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6837	chaïs				
6837	seur	sur	?		
6837	terre	terre	?	terre, contrées	
6837	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6837	mere	mère	?		
6837	!				
6838	—				
6838	Belement	bellement	?	bellement, tranquillement	
6838	le	le	?	le, lui, la	
6838	dites	dites	?		
6838	,				
6838	biau	cher	?	cher, beau, mon, bien	
6838	frere	frère	?		
6838	,				
6839	Alon	allons	?		
6839	nos	nous	?	nous, nos	
6839	ent	en	?		
6839	en	en	?	en, dans, sur, à, de, dans le, on, au	
6839	pes	paix	?		
6839	amblant	à l'amble	?		
6839	.				
6839	»				
6840	N'en	n'en	?		
6840	ose	ose	?		
6840	fere	faire	?	faire, livrer, rendre	
6840	autre	autre	?	autre, autres	
6840	semblant	semblant	?	semblant, il me semble, voir	
6841	Por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6841	son	son	?	son, sien, haut, ses, air, à lui	
6841	cousin				
6841	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6841	le	le	?	le, lui, la	
6841	chastie				
6841	,				
6842	Et	et	?	et, ni, Et	
6842	nequedent	d'ailleurs	?		
6842	sovent	souvent	?		
6842	colie				
6843	Vers	vers	?	vers, envers, contre, vert	
6843	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6843	gelines	poules	?		
6843	cele	cette	?	cette, celle, celle-ci, ce	
6843	part	part	?	part, côté, sépare, engeance, va, caractère, intérêt, pars	
6843	.				
6844	Mout	très	?	très, beaucoup, fort, trop, longtemps, tout, plus	
6844	est	est	?	est, a	
6844	dolent	malheureux	?	malheureux, ai mal, triste	
6844	,				
6844	quant	quand	?	quand, comme, autant, lorsque	
6844	il	il	?	il, ils, lui	
6844	s'en	s'en	?	s'en, si on	
6844	part	part	?	part, côté, sépare, engeance, va, caractère, intérêt, pars	
6844	;				
6845	Et	et	?	et, ni, Et	
6845	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6845	la	la	?	la, là, là-bas, entendit, nos	
6845	teste	tête	?		
6845	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6845	coupast				
6845	,				
6846	As	aux	?	aux, as, avec les, pour, des, au, vers les, avez	
6846	gelines	poules	?		
6846	tantost	aussitôt	?		
6846	alast	alla	?		
6846	.				
6847	Or	maintenant	?	maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
6847	s'en	s'en	?	s'en, si on	
6847	vont	vont	?	vont, mettent	
6847	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6847	baron	baron	?	baron, grand	
6847	ensemble	ensemble	?		
6847	.				
6848	Diex	Dieu	?		
6848	!				
6848	con	que	?	que, comme, comment, car, avec, con, lorsque	
6848	la	la	?	la, là, là-bas, entendit, nos	
6848	mule				
6848	Grimbert	Grimbert	?		
6848	amble				
6848	;				
6849	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6849	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6849	chevax	cheval	?		
6849	Renart	Renart	?		
6849	açoupe				
6849	,				
6850	Le	le	?	le, lui, la	
6850	sanc	sang	?		
6850	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6850	bat	bat	?		
6850	desus	dessus	?	dessus, sur	
6850	la	la	?	la, là, là-bas, entendit, nos	
6850	croupe	croupe	?		
6850	:				
6851	Tant	tant	?	tant, jusqu'à, tellement, assez, autant, beaucoup	
6851	crient	craint	?	craint, craigne	
6851	et	et	?	et, ni, Et	
6851	doute	redoute	?	redoute, crainte	
6851	son	son	?	son, sien, haut, ses, air, à lui	
6851	seignor	seigneur	?		
6851	,				
6852	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6852	onques	jamais	?	jamais, toujours, déjà	
6852	mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6852	n'ot	n'avait	?	n'avait, n'avait pas de, n'a eu	
6852	tel	tel	?	tel, tellement, quiconque, telle, cette	
6852	peor	peur	?	peur, pire	
6852	.				
6853	Tant	tant	?	tant, jusqu'à, tellement, assez, autant, beaucoup	
6853	ont	ont	?		
6853	alé	allé	?		
6853	et	et	?	et, ni, Et	
6853	plains	plein	?	plein, plaines	
6853	et	et	?	et, ni, Et	
6853	bos	bois	?		
6853	,				
6854	Et	et	?	et, ni, Et	
6854	l'ambleüre	l'amble	?		
6854	et	et	?	et, ni, Et	
6854	les	les	?	les, celles de, à côté, laisse, héritage, leur, légué	
6854	galos	galop	?		
6854	,				
6855	Et	et	?	et, ni, Et	
6855	tant	tant	?	tant, jusqu'à, tellement, assez, autant, beaucoup	
6855	ont	ont	?		
6855	la	la	?	la, là, là-bas, entendit, nos	
6855	montaingne	montagne	?		
6855	alee	allé	?		
6856	Qu'il	qu'il	?	qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
6856	sont	sont	?	sont, ont été	
6856	venuz	venu	?	venu, arrivé, arrivés	
6856	en	en	?	en, dans, sur, à, de, dans le, on, au	
6856	la	la	?	la, là, là-bas, entendit, nos	
6856	valee	vallée	?		
6857	Qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6857	en	en	?	en, dans, sur, à, de, dans le, on, au	
6857	la	la	?	la, là, là-bas, entendit, nos	
6857	cort	cour	?	cour, court	
6857	le	le	?	le, lui, la	
6857	roi	roi	?		
6857	avale	accorde	?		
6857	;				
6858	Descenduz				
6858	sont	sont	?	sont, ont été	
6858	devant	devant	?	devant, avant, au devant	
6858	la	la	?	la, là, là-bas, entendit, nos	
6858	sale	grand-salle	?	grand-salle, salle	
6858	.				
6859	Si/si_tost	aussitôt	?	aussitôt, aussi vite, si tôt, si vite	
6859	tost/si_tost	_EMPTY_	?		
6859	com	comme	?		
6859	Renart	Renart	?		
6859	vint	vint	?	vint, arrive, arriva, vienne, vient	
6859	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6859	cort	cour	?	cour, court	
6859	,				
6860	Il	il	?	il, ils, lui	
6860	n'i	n'y	?		
6860	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6860	beste	bête	?		
6860	ne	ne	?	ne, ni, ou, et, sans	
6860	s'atort				
6861	Ou	où	?	où, ou, soit	
6861	d'oposer				
6861	ou	où	?	où, ou, soit	
6861	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6861	respondre	répondre	?		
6861	.				
6862	Ore	là	?	là, donc, maintenant	
6862	est	est	?	est, a	
6862	Renart	Renart	?		
6862	pres	près	?	près, prêt, proche	
6862	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6862	confondre	détruire	?		
6862	;				
6863	N'en	n'en	?		
6863	tornera	tournera	?		
6863	qu'il	qu'il	?	qu'il, qu'ils, parce qu'il, sans qu'il, quand il, ce qu'il	
6863	ne	ne	?	ne, ni, ou, et, sans	
6863	s'en	s'en	?	s'en, si on	
6863	cuise				
6863	,				
6864	Qar	car	?	car, donc	
6864	Ysengrin	Ysengrin	?		
6864	ses	ses	?	ses, sais, les, ces, son	
6864	denz	dents	?		
6864	aguise				
6865	Et	et	?	et, ni, Et	
6865	Tybert	Tibert	?		
6865	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6865	chaz	chat	?		
6865	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6865	conseille	demande	?	demande, recommande	
6866	Et	et	?	et, ni, Et	
6866	Bruns	Brun	?		
6866	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6866	la	la	?	la, là, là-bas, entendit, nos	
6866	teste	tête	?		
6866	ot	avait	?	avait, entend, a eu, a, il y a eu, eu, eut	
6866	vermeille				
6866	.				
6867	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6867	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6867	q'aint				
6867	ne	ne	?	ne, ni, ou, et, sans	
6867	hee	hais	?		
6867	Renart	Renart	?		
6867	,				
6868	Ne	ne	?	ne, ni, ou, et, sans	
6868	fet	fait	?	fait, commis, faits, envoie	
6868	pas	pas	?		
6868	chierre	chère	?	chère, mine, tête, figure	
6868	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6868	coart	peureux	?	peureux, Couard, lâche, couard	
6868	,				
6869	Ainz	avant	?	avant, plutôt, au contraire, mais, en fait	
6869	conmence	commence	?	commence, se met, met, mettrai	
6869	en/en_mi	au milieu	?		
6869	mi/en_mi	_EMPTY_	?		
6869	la	la	?	la, là, là-bas, entendit, nos	
6869	meson	maison	?		
6869	,				
6870	Teste	tête	?		
6870	levee	levée	?		
6870	,				
6870	sa	sa	?	sa, avec	
6870	raison	raison	?		
6870	:				
6871	«				
6871	Rois	roi	?		
6871	,				
6871	fait	fait	?	fait, croit	
6871	Renart	Renart	?		
6871	,				
6871	je	je	?	je, moi	
6871	vos	vous	?	vous, vos, votre	
6871	salu	salue	?		
6872	Con	que	?	que, comme, comment, car, avec, con, lorsque	
6872	cil	celui-ci	?	celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
6872	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6872	plus	plus	?	plus, mieux	
6872	vos	vous	?	vous, vos, votre	
6872	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6872	valu	valu	?		
6873	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6873	tuit	tous	?	tous, tout	
6873	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6873	baron	baron	?	baron, grand	
6873	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6873	l'empire	l'empire	?		
6873	.				
6874	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6874	tort	tort	?	tort, retourne, blâme, arrive	
6874	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6874	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6874	vers	vers	?	vers, envers, contre, vert	
6874	vos	vous	?	vous, vos, votre	
6874	m'empire				
6874	.				
6875	Ne	ne	?	ne, ni, ou, et, sans	
6875	sai	sais	?	sais, connais	
6875	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6875	c'est	c'est	?		
6875	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6875	mon	mon	?		
6875	eür	heure	?	heure, quart d'heure	
6875	,				
6876	Je	je	?	je, moi	
6876	ne	ne	?	ne, ni, ou, et, sans	
6876	fui	ai été	?	ai été, fui, suis	
6876	onque				
6876	asseür	assuré	?	assuré, en sureté, sécurité, en sécurité	
6877	De	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6877	vostre	votre	?		
6877	amor	attention	?	attention, amour	
6877	.I.	un	?	un, une	
6877	jor	jour	?	jour, journée, un jour	
6877	entier	entier	?		
6877	.				
6878	Je	je	?	je, moi	
6878	parti	parti	?		
6878	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6878	cort	cour	?	cour, court	
6878	devant	devant	?	devant, avant, au devant	
6878	ier	hier	?		
6879	Par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6879	vostre	votre	?		
6879	gré	gré	?		
6879	et	et	?	et, ni, Et	
6879	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6879	amor	attention	?	attention, amour	
6879	,				
6880	Sanz	sans	?		
6880	mautalent	colère	?	colère, dépit, animosité, irritation	
6880	et	et	?	et, ni, Et	
6880	sanz	sans	?		
6880	clamor	plainte	?		
6880	.				
6881	Or	maintenant	?	maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
6881	ont	ont	?		
6881	tant	tant	?	tant, jusqu'à, tellement, assez, autant, beaucoup	
6881	fet	fait	?	fait, commis, faits, envoie	
6881	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6881	losengier	flatteur	?		
6882	Qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6882	de	de	?	de, à, sur, pour, en, avec, que, du, De, par, dés, des	
6882	moi	moi	?	moi, me	
6882	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6882	veulent				
6882	vengier	venger	?		
6882	,				
6883	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6883	vos	vous	?	vous, vos, votre	
6883	m'avez	m'avez	?		
6883	jugié				
6883	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6883	tort	tort	?	tort, retourne, blâme, arrive	
6883	.				
6884	Mes	mais	?	mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
6884	puis	puis	?	puis, puits, depuis, peux, ainsi, ensuite, alors	
6884	,				
6884	sire	seigneur	?	seigneur, sire, Sire, Seigneur	
6884	,				
6884	que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6884	rois	roi	?		
6884	s'amort				
6885	A	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6885	croire	croire	?		
6885	ses	ses	?	ses, sais, les, ces, son	
6885	mauvez	sale	?	sale, mauvais	
6885	larrons	voleurs	?		
6886	Et	et	?	et, ni, Et	
6886	il	il	?	il, ils, lui	
6886	lesse	laisse	?	laisse, d'un trait, jet	
6886	ses	ses	?	ses, sais, les, ces, son	
6886	bons	bons	?	bons, faveurs	
6886	barons	barons	?		
6886	,				
6887	Et	et	?	et, ni, Et	
6887	guerpist				
6887	le	le	?	le, lui, la	
6887	chief	tête	?	tête, bout, début, extrémité, fin	
6887	por	pour	?	pour, par, à cause de, parce, à propos, à cause, puis, vers	
6887	la	la	?	la, là, là-bas, entendit, nos	
6887	queue	queue	?		
6887	,				
6888	Lors	alors	?		
6888	vet	va	?	va, descend	
6888	la	la	?	la, là, là-bas, entendit, nos	
6888	terre	terre	?	terre, contrées	
6888	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6888	male	mauvaise	?	mauvaise, sale, male	
6888	veue				
6888	;				
6889	Qar	car	?	car, donc	
6889	cil	celui-ci	?	celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
6889	qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6889	sont	sont	?	sont, ont été	
6889	serf	sers	?		
6889	par	par	?	par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
6889	nature	nature	?	nature, attributs	
6890	Ne	ne	?	ne, ni, ou, et, sans	
6890	sevent	savent	?		
6890	esgarder	contempler	?	contempler, regarder	
6890	mesure	mesure	?		
6890	.				
6891	S'en	s'en	?	s'en, si on	
6891	cort	cour	?	cour, court	
6891	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6891	puent	peuvent	?		
6891	alever				
6891	,				
6892	Mout	très	?	très, beaucoup, fort, trop, longtemps, tout, plus	
6892	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6892	painnent				
6892	d'autrui	d'autrui	?		
6892	grever	accabler	?	accabler, souffrir, faire du tort	
6892	;				
6893	Cil	celui-ci	?	celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
6893	si	puis	?	puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
6893	loent				
6893	le	le	?	le, lui, la	
6893	mal	mal	?	mal, mauvais, mauvaise, maudite, méchanceté, terrible	
6893	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6893	fere	faire	?	faire, livrer, rendre	
6894	Qui	qui	?	qui, que, celui qui, car, quelqu'un qui, quiconque	
6894	bien	bien	?	bien, bon, béni, bon choix, bienveillance, vrai	
6894	en	en	?	en, dans, sur, à, de, dans le, on, au	
6894	sevent	savent	?		
6894	a	à	?	à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
6894	chief	tête	?	tête, bout, début, extrémité, fin	
6894	traire	tirer	?		
6895	Et	et	?	et, ni, Et	
6895	enborsent				
6895	autrui	autrui	?		
6895	avoir	avoir	?	avoir, bien, fortune, argent	
6895	.				
6896	Ice	cela	?	cela, le, ce, ceci	
6896	vodroie				
6896	je	je	?	je, moi	
6896	savoir	savoir	?	savoir, sagesse, trouver, sage	
6897	Que	que	?	que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
6897	Bruns	Brun	?		
6897	et	et	?	et, ni, Et	
6897	Tybert	Tibert	?		
6897	me	me	?	me, moi	
6897	demande	demande	?		
6897	.				
6898	Il	il	?	il, ils, lui	
6898	est	est	?	est, a	
6898	voirs	vrai	?	vrai, vraiment	
6898	,				
6898	se	se	?	se, si, que, aussi vrai que, le, sais, ainsi	
6898	li	lui	?	lui, le, les, il, l', la, li, elle, ils, leur	
6898	rois	roi	?		
6898	conmande	recommande	?	recommande, ordonne, commande	
6898	,				
